,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
211,1,24,1,car (used),2828,3,3,4,male : married/widowed,none,4,unknown / no property,22,stores,2,1,3,0 to 2,2,2,1
212,1,24,1,car (used),2483,3,3,4,male : married/widowed,none,4,unknown / no property,22,stores,2,1,3,0 to 2,2,2,1
213,3,6,4,others,1299,1,3,1,male : married/widowed,none,1,unknown / no property,74,none,2,3,1,3 or more,1,1,1
214,2,9,2,others,1549,5,2,4,male : married/widowed,none,2,unknown / no property,35,none,2,1,1,0 to 2,1,2,1
215,3,10,2,others,3949,1,2,1,male : married/widowed,guarantor,1,car or other,37,none,2,1,2,3 or more,1,2,1
216,4,10,2,car (new),2901,5,2,1,female : non-single or male : single,none,4,unknown / no property,31,none,1,1,3,0 to 2,1,2,1
217,3,6,2,others,709,4,2,2,female : single,none,2,unknown / no property,27,none,2,1,1,0 to 2,1,1,1
218,1,47,2,others,10722,1,2,1,female : non-single or male : single,none,1,unknown / no property,35,none,2,1,2,0 to 2,2,2,1
219,4,10,2,others,1287,5,5,4,male : married/widowed,co-applicant,2,car or other,45,none,2,1,2,0 to 2,1,1,1
220,1,18,1,furniture/equipment,1940,1,2,3,male : married/widowed,co-applicant,4,real estate,36,bank,3,1,4,0 to 2,2,2,1
221,3,30,4,furniture/equipment,3656,5,5,4,male : married/widowed,none,4,car or other,49,stores,2,2,2,0 to 2,1,2,1
222,4,24,3,car (new),4679,1,4,3,male : married/widowed,none,3,building soc. savings agr./life insurance,35,none,2,2,2,0 to 2,2,2,1
223,4,27,3,car (new),8613,4,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,27,none,2,2,3,0 to 2,1,2,1
224,1,18,2,car (used),2659,4,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,28,none,2,1,3,0 to 2,1,2,1
225,4,24,4,furniture/equipment,1516,4,3,4,female : non-single or male : single,none,1,unknown / no property,43,none,2,2,2,0 to 2,1,2,1
226,1,18,2,others,4380,2,3,3,male : married/widowed,none,4,building soc. savings agr./life insurance,35,none,2,1,2,3 or more,2,2,1
227,4,14,3,others,802,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,27,none,2,2,2,0 to 2,1,2,1
228,4,21,2,retraining,1572,4,5,4,female : non-single or male : single,none,4,unknown / no property,36,bank,2,1,2,0 to 2,1,2,1
229,2,48,1,retraining,3566,2,4,4,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,1,3,0 to 2,1,2,1
230,4,24,2,furniture/equipment,1278,1,5,4,male : married/widowed,none,1,unknown / no property,36,none,2,1,4,0 to 2,2,2,1
231,4,6,0,furniture/equipment,426,1,5,4,female : single,none,4,building soc. savings agr./life insurance,39,none,2,1,2,0 to 2,1,2,1
232,4,39,2,car (new),8588,2,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,45,none,2,1,4,0 to 2,2,2,1
233,1,30,2,car (new),3857,1,3,4,male : divorced/separated,none,4,car or other,40,none,2,1,4,0 to 2,2,2,1
234,2,12,2,others,685,1,4,2,female : single,none,3,building soc. savings agr./life insurance,25,bank,2,1,2,0 to 2,1,2,0
235,1,24,2,furniture/equipment,1603,1,5,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,55,none,2,1,3,0 to 2,1,2,1
236,4,21,2,car (used),2241,1,5,4,male : married/widowed,none,2,unknown / no property,50,none,2,2,3,0 to 2,1,2,1
237,1,24,2,furniture/equipment,2384,1,5,4,male : married/widowed,none,4,unknown / no property,64,bank,1,1,2,0 to 2,1,2,1
238,4,4,2,car (used),601,1,2,1,female : non-single or male : single,none,3,unknown / no property,23,none,1,1,2,3 or more,1,2,1
239,4,39,2,car (new),2569,3,3,4,male : married/widowed,none,4,building soc. savings agr./life insurance,24,none,2,1,3,0 to 2,1,2,1
240,4,15,4,furniture/equipment,1316,3,3,2,female : single,none,2,car or other,47,none,2,2,2,0 to 2,1,2,1
241,4,60,2,others,10366,1,5,2,male : married/widowed,none,4,car or other,42,none,2,1,4,0 to 2,2,2,1
242,4,18,2,retraining,1568,2,3,3,female : non-single or male : single,none,4,car or other,24,none,1,1,2,0 to 2,1,2,1
243,4,18,4,furniture/equipment,629,3,5,4,male : married/widowed,none,3,car or other,32,bank,2,2,4,0 to 2,2,2,1
244,4,6,1,furniture/equipment,1750,3,5,2,male : married/widowed,none,4,car or other,45,bank,2,1,2,3 or more,1,2,1
245,4,24,2,car (new),3488,2,4,3,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,2,1,3,0 to 2,1,2,1
246,4,18,4,furniture/equipment,1800,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,24,none,2,2,3,0 to 2,1,2,1
247,4,24,3,car (used),4151,2,3,2,male : married/widowed,none,3,car or other,35,none,2,2,3,0 to 2,1,2,1
248,2,15,2,domestic appliances,2631,2,3,3,female : non-single or male : single,none,2,unknown / no property,25,none,2,1,2,0 to 2,1,2,1
249,4,21,2,car (new),5248,5,3,1,male : married/widowed,none,3,building soc. savings agr./life insurance,26,none,2,1,3,0 to 2,1,2,1
250,2,18,3,others,2899,5,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,43,none,2,1,3,3 or more,1,2,1
251,2,18,3,domestic appliances,6204,1,3,2,male : married/widowed,none,4,unknown / no property,44,none,2,1,2,3 or more,2,2,1
252,4,12,2,furniture/equipment,804,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,38,none,2,1,3,0 to 2,1,2,1
253,4,36,2,furniture/equipment,3595,1,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,28,none,2,1,3,0 to 2,1,2,1
254,4,36,4,car (new),5711,4,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,38,none,2,2,4,0 to 2,2,2,1
255,3,15,2,retraining,2687,1,4,2,male : married/widowed,none,4,car or other,26,none,1,1,3,0 to 2,2,2,1
256,1,15,3,car (used),3643,1,5,1,female : non-single or male : single,none,4,car or other,27,none,2,2,2,0 to 2,1,2,1
257,4,10,4,car (used),2146,1,2,1,female : non-single or male : single,none,3,unknown / no property,23,none,1,2,3,0 to 2,1,2,1
258,1,10,2,furniture/equipment,2315,1,5,3,male : married/widowed,none,4,unknown / no property,52,none,2,1,2,0 to 2,1,2,1
259,4,5,2,retraining,3448,1,4,1,male : married/widowed,none,4,unknown / no property,74,none,2,1,2,0 to 2,1,2,1
260,4,15,2,car (used),2708,1,2,2,male : married/widowed,none,3,car or other,27,bank,2,2,2,0 to 2,1,2,1
261,4,11,4,others,1393,1,2,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,35,none,2,2,4,0 to 2,1,2,1
262,3,10,2,car (used),1275,1,2,4,female : non-single or male : single,none,2,car or other,23,none,2,1,3,0 to 2,1,2,1
263,4,9,2,car (used),1313,1,5,1,male : married/widowed,none,4,building soc. savings agr./life insurance,20,none,2,1,3,0 to 2,1,2,1
264,4,12,2,furniture/equipment,1493,1,2,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,34,none,2,1,3,3 or more,1,2,1
265,4,22,2,furniture/equipment,2675,3,5,3,male : married/widowed,none,4,building soc. savings agr./life insurance,40,none,2,1,3,0 to 2,1,2,1
266,2,9,2,furniture/equipment,2118,1,3,2,male : married/widowed,none,2,unknown / no property,37,none,2,1,2,3 or more,1,2,1
267,4,36,2,others,909,3,5,4,male : married/widowed,none,4,car or other,36,none,2,1,3,0 to 2,1,2,1
268,4,12,4,car (used),1258,1,2,2,female : non-single or male : single,none,4,car or other,22,none,1,2,2,0 to 2,1,2,1
269,4,15,1,furniture/equipment,1569,2,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,34,bank,2,1,2,3 or more,1,2,1
270,4,6,2,car (new),1236,3,3,2,male : married/widowed,none,4,car or other,50,none,1,1,3,0 to 2,1,2,1
271,4,36,3,car (used),7678,3,4,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,40,none,2,2,3,0 to 2,2,2,1
272,4,6,2,domestic appliances,660,3,4,2,female : single,none,4,unknown / no property,23,none,1,1,2,0 to 2,1,2,1
273,4,24,2,car (used),2835,3,5,3,male : married/widowed,none,4,car or other,53,none,2,1,3,0 to 2,1,2,1
274,4,24,2,car (new),2670,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,35,none,2,1,4,0 to 2,2,2,1
275,4,12,1,vacation,3447,3,3,4,female : non-single or male : single,none,3,unknown / no property,35,none,2,1,2,3 or more,1,2,1
276,4,15,2,furniture/equipment,3568,1,5,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,54,bank,1,1,4,0 to 2,2,2,1
277,2,21,4,retraining,3652,1,4,2,male : married/widowed,none,3,car or other,27,none,2,2,3,0 to 2,1,2,1
278,1,24,2,furniture/equipment,3660,1,3,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,28,none,2,1,3,0 to 2,1,2,1
279,3,9,2,furniture/equipment,1126,2,5,2,male : divorced/separated,none,4,unknown / no property,49,none,2,1,3,0 to 2,1,2,1
280,3,6,3,furniture/equipment,683,1,2,2,female : non-single or male : single,none,1,car or other,29,bank,2,1,3,0 to 2,1,2,1
281,3,12,2,car (used),2251,1,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,46,none,2,1,2,0 to 2,1,2,1
282,4,12,2,car (new),4675,5,2,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,20,none,1,1,3,0 to 2,1,2,1
283,2,21,3,others,2353,1,3,1,male : divorced/separated,none,4,car or other,47,none,2,2,3,0 to 2,1,2,1
284,1,21,2,furniture/equipment,3357,4,2,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,29,bank,2,1,3,0 to 2,1,2,1
285,4,6,2,others,672,1,1,1,female : non-single or male : single,none,4,unknown / no property,54,none,2,1,1,0 to 2,2,2,1
286,1,6,4,furniture/equipment,338,3,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,52,none,2,2,3,0 to 2,1,2,1
287,4,9,2,furniture/equipment,2697,1,3,1,male : married/widowed,none,2,unknown / no property,32,none,2,1,3,3 or more,1,2,1
288,4,9,2,others,2507,3,5,2,male : married/widowed,none,4,real estate,51,none,3,1,2,0 to 2,1,2,1
289,4,15,3,furniture/equipment,1478,1,3,4,female : single,none,3,unknown / no property,33,bank,2,2,3,0 to 2,1,2,1
290,4,12,4,repairs,3565,5,2,2,male : married/widowed,none,1,car or other,37,none,2,2,2,3 or more,1,2,1
291,4,15,2,car (used),2221,3,3,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,20,none,1,1,3,0 to 2,1,2,1
292,4,6,4,furniture/equipment,1898,5,3,1,male : married/widowed,none,2,unknown / no property,34,none,2,2,2,3 or more,1,2,1
293,2,6,3,retraining,1449,2,5,1,male : divorced/separated,none,2,building soc. savings agr./life insurance,31,bank,2,2,3,3 or more,1,2,1
294,4,15,3,car (used),960,4,4,3,female : non-single or male : single,none,2,car or other,30,none,2,2,3,0 to 2,1,2,1
295,4,36,2,car (new),8133,1,3,1,female : non-single or male : single,none,2,car or other,30,bank,2,1,3,0 to 2,1,2,1
296,4,9,2,car (used),2301,2,2,2,female : non-single or male : single,none,4,car or other,22,none,1,1,3,0 to 2,1,2,1
297,4,6,3,retraining,1743,2,3,1,male : married/widowed,none,2,unknown / no property,34,none,2,2,2,0 to 2,1,2,1
298,2,12,2,car (used),983,4,2,1,female : non-single or male : single,none,4,unknown / no property,19,none,1,1,2,0 to 2,1,2,1
299,4,18,3,furniture/equipment,2320,1,1,2,female : single,none,3,unknown / no property,34,none,2,2,3,0 to 2,1,2,1
300,1,12,1,vacation,339,1,5,4,female : single,none,1,building soc. savings agr./life insurance,45,bank,2,1,2,0 to 2,1,2,1
301,3,24,2,furniture/equipment,5152,1,4,4,male : married/widowed,none,2,building soc. savings agr./life insurance,25,bank,2,1,3,0 to 2,1,2,1
302,3,24,2,car (used),3749,1,2,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,26,none,2,1,3,0 to 2,1,2,1
303,4,9,4,furniture/equipment,3074,5,3,1,male : married/widowed,none,2,unknown / no property,33,none,2,2,3,3 or more,1,2,1
304,3,9,2,furniture/equipment,745,1,3,3,female : non-single or male : single,none,2,unknown / no property,28,none,2,1,2,0 to 2,1,2,0
305,4,24,2,others,1469,2,5,4,female : single,none,4,unknown / no property,41,none,1,1,2,0 to 2,1,2,1
306,1,6,2,car (used),1374,1,3,1,male : married/widowed,none,2,unknown / no property,36,bank,2,1,2,0 to 2,2,2,1
307,4,6,1,others,783,5,3,1,male : married/widowed,guarantor,2,unknown / no property,26,stores,2,1,2,3 or more,1,2,1
308,1,21,2,furniture/equipment,2606,1,2,4,female : non-single or male : single,none,4,car or other,28,none,1,1,4,0 to 2,2,2,1
309,4,54,0,car (new),9436,5,3,2,male : married/widowed,none,2,car or other,39,none,2,1,2,3 or more,1,2,1
310,4,12,4,furniture/equipment,930,5,5,4,male : married/widowed,none,4,unknown / no property,65,none,2,4,3,0 to 2,1,2,1
311,4,48,4,car (new),2751,5,5,4,male : married/widowed,none,3,building soc. savings agr./life insurance,38,none,2,2,3,3 or more,2,2,1
312,4,6,4,others,250,4,3,2,female : non-single or male : single,none,2,unknown / no property,41,bank,2,2,2,0 to 2,1,2,1
313,2,24,2,others,1201,1,2,4,male : married/widowed,none,1,car or other,26,none,2,1,3,0 to 2,1,2,1
314,1,6,2,others,662,1,2,3,male : married/widowed,none,4,unknown / no property,41,none,2,1,2,3 or more,2,2,1
315,4,15,2,car (new),1300,5,5,4,male : married/widowed,none,4,real estate,45,bank,3,1,3,3 or more,1,2,1
316,4,24,1,retraining,1559,1,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,40,bank,2,1,3,0 to 2,2,2,1
317,3,12,2,furniture/equipment,3016,1,3,3,female : single,none,1,building soc. savings agr./life insurance,24,none,2,1,3,0 to 2,1,2,1
318,4,15,4,furniture/equipment,1360,1,3,4,male : married/widowed,none,2,car or other,31,none,2,2,3,0 to 2,1,2,1
319,4,6,0,others,1204,2,3,4,male : married/widowed,none,1,real estate,35,bank,1,1,3,0 to 2,1,1,1
320,4,10,2,others,1597,3,3,3,male : married/widowed,none,2,real estate,40,none,1,1,2,3 or more,1,1,1
321,4,12,2,furniture/equipment,2073,2,3,4,female : non-single or male : single,co-applicant,2,unknown / no property,28,none,2,1,3,0 to 2,1,2,1
322,4,11,2,retraining,2142,4,5,1,male : divorced/separated,none,2,unknown / no property,28,none,2,1,3,0 to 2,2,2,1
323,1,10,4,car (used),2132,5,2,2,female : non-single or male : single,co-applicant,3,unknown / no property,27,none,1,2,3,0 to 2,1,1,1
324,4,10,2,others,1546,1,3,3,male : married/widowed,none,2,unknown / no property,31,none,2,1,2,3 or more,1,1,1
325,4,24,4,others,1287,4,5,4,female : non-single or male : single,none,4,unknown / no property,37,none,2,2,3,0 to 2,2,2,1
326,4,10,2,others,1418,2,3,3,male : married/widowed,none,2,unknown / no property,35,none,1,1,2,0 to 2,1,1,1
327,3,6,4,others,1343,1,5,1,male : married/widowed,none,4,unknown / no property,46,none,2,2,3,3 or more,1,1,1
328,4,18,2,others,2662,5,4,4,male : married/widowed,none,3,car or other,32,none,2,1,3,0 to 2,1,1,1
329,4,18,4,furniture/equipment,6070,1,5,3,male : married/widowed,none,4,building soc. savings agr./life insurance,33,none,2,2,3,0 to 2,2,2,1
330,4,24,4,repairs,1927,5,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,2,2,3,0 to 2,2,2,1
331,4,18,4,furniture/equipment,2404,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,2,2,3,0 to 2,1,2,1
332,4,6,4,furniture/equipment,1554,1,4,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,1,2,3,0 to 2,2,2,1
333,4,22,2,others,1283,5,4,4,female : non-single or male : single,none,4,car or other,25,none,1,1,3,0 to 2,1,2,1
334,4,24,3,others,717,5,5,4,female : single,none,4,building soc. savings agr./life insurance,54,none,2,2,3,0 to 2,2,2,1
335,1,24,2,car (used),1747,1,2,4,male : married/widowed,co-applicant,1,car or other,24,none,2,1,2,0 to 2,1,1,1
336,1,9,4,domestic appliances,1288,2,5,3,male : married/widowed,guarantor,4,unknown / no property,48,none,2,2,3,3 or more,1,1,1
337,1,10,4,others,1038,1,4,4,male : married/widowed,co-applicant,3,car or other,49,none,2,2,3,0 to 2,2,2,1
338,4,10,2,car (new),2848,2,3,1,male : married/widowed,co-applicant,2,unknown / no property,32,none,2,1,3,3 or more,1,2,1
339,4,12,2,car (new),1413,4,4,3,male : married/widowed,none,2,car or other,55,none,2,1,3,0 to 2,1,1,1
340,4,30,4,furniture/equipment,3077,5,5,3,male : married/widowed,none,2,building soc. savings agr./life insurance,40,none,2,2,3,3 or more,2,2,1
341,1,24,1,car (new),3632,1,3,1,female : non-single or male : single,guarantor,4,building soc. savings agr./life insurance,22,bank,1,1,3,0 to 2,1,1,1
342,4,18,4,car (new),3229,5,1,2,male : married/widowed,none,4,real estate,38,none,2,1,4,0 to 2,2,2,1
343,4,9,2,others,3577,2,3,1,male : married/widowed,guarantor,2,unknown / no property,26,none,1,1,3,3 or more,1,1,1
344,4,12,4,others,682,2,4,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,51,none,2,2,3,0 to 2,2,2,1
345,4,10,2,furniture/equipment,1924,1,3,1,male : married/widowed,none,4,car or other,38,none,2,1,3,0 to 2,2,1,1
346,4,10,2,repairs,727,3,5,4,male : married/widowed,none,4,real estate,46,none,3,1,3,0 to 2,2,2,1
347,3,10,4,others,781,1,5,4,male : married/widowed,none,4,real estate,63,none,3,2,3,0 to 2,2,2,1
348,1,12,4,others,2121,1,3,4,male : married/widowed,none,2,car or other,30,none,2,2,3,0 to 2,1,2,1
349,4,12,4,repairs,701,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,32,none,2,2,3,0 to 2,1,2,1
350,4,10,4,car (used),2069,5,3,2,female : single,none,1,building soc. savings agr./life insurance,26,none,2,2,3,0 to 2,1,1,1
351,4,24,2,others,1525,4,4,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,34,none,2,1,3,3 or more,2,2,1
352,4,48,4,retraining,7629,5,5,4,male : divorced/separated,none,2,building soc. savings agr./life insurance,46,bank,2,2,4,3 or more,1,2,1
353,1,12,4,others,3499,1,3,3,female : non-single or male : single,co-applicant,2,unknown / no property,29,none,2,2,3,0 to 2,1,2,0
354,4,6,2,furniture/equipment,1346,2,5,2,male : married/widowed,none,4,real estate,42,bank,3,1,3,3 or more,2,2,1
355,4,36,4,car (new),10477,5,5,2,male : married/widowed,none,4,real estate,42,none,3,2,3,0 to 2,1,2,1
356,1,24,2,car (new),2924,1,3,3,male : married/widowed,guarantor,4,real estate,63,bank,2,1,3,3 or more,2,2,1
357,4,10,4,others,1231,1,5,3,male : married/widowed,none,4,unknown / no property,32,none,2,2,2,3 or more,1,1,1
358,3,18,2,others,1961,1,5,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,2,1,4,0 to 2,1,2,1
359,4,15,4,others,5045,5,5,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,59,none,2,1,3,0 to 2,2,2,1
360,4,12,4,others,1255,1,5,4,male : married/widowed,none,4,unknown / no property,61,none,2,2,2,0 to 2,1,2,1
361,1,12,2,car (used),1858,1,2,4,female : non-single or male : single,none,1,building soc. savings agr./life insurance,22,none,1,1,3,0 to 2,1,2,1
362,4,6,4,car (used),1221,5,3,1,female : single,none,2,car or other,27,none,2,2,3,0 to 2,1,2,1
363,4,9,2,car (used),1388,1,3,4,female : non-single or male : single,none,2,unknown / no property,26,none,1,1,3,0 to 2,1,2,1
364,4,12,2,furniture/equipment,2279,5,3,4,male : married/widowed,none,4,real estate,37,none,3,1,3,0 to 2,2,2,1
365,4,12,0,car (used),2759,1,5,2,male : married/widowed,none,4,car or other,34,none,2,2,3,0 to 2,1,2,1
366,3,24,2,furniture/equipment,1258,3,3,3,female : non-single or male : single,none,3,building soc. savings agr./life insurance,57,none,2,1,2,0 to 2,1,2,1
367,2,12,0,vacation,1410,1,3,2,male : married/widowed,none,2,unknown / no property,31,none,2,1,2,0 to 2,2,2,1
368,1,15,2,others,1403,1,3,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,28,none,1,1,3,0 to 2,1,2,1
369,1,24,2,car (used),3021,1,3,2,male : divorced/separated,none,2,unknown / no property,24,none,1,1,2,0 to 2,1,2,1
370,1,24,2,retraining,6568,1,3,2,female : single,none,2,building soc. savings agr./life insurance,21,stores,2,1,2,0 to 2,1,2,1
371,4,24,4,furniture/equipment,2578,4,5,2,male : married/widowed,none,2,building soc. savings agr./life insurance,34,none,2,1,3,0 to 2,1,2,1
372,2,24,4,car (new),7758,4,5,2,female : non-single or male : single,none,4,real estate,29,none,1,1,3,0 to 2,1,2,1
373,1,6,2,radio/television,343,1,2,4,female : non-single or male : single,none,1,unknown / no property,27,none,2,1,3,0 to 2,1,2,1
374,4,21,3,car (used),1591,2,4,4,male : married/widowed,none,3,unknown / no property,34,none,2,2,4,0 to 2,1,2,1
375,1,27,2,furniture/equipment,3416,1,3,3,male : married/widowed,none,2,building soc. savings agr./life insurance,27,none,2,1,4,0 to 2,1,2,1
376,1,12,0,domestic appliances,1108,1,4,4,male : married/widowed,none,3,unknown / no property,28,none,2,2,3,0 to 2,1,2,0
377,2,27,3,car (new),5965,1,5,1,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,2,4,0 to 2,2,2,1
378,2,15,2,domestic appliances,1514,2,3,4,male : married/widowed,guarantor,2,unknown / no property,22,none,2,1,3,0 to 2,1,2,1
379,4,30,4,furniture/equipment,6742,5,4,2,male : married/widowed,none,3,car or other,36,none,2,2,3,0 to 2,1,2,1
380,1,18,2,car (used),3650,1,2,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,22,none,1,1,3,0 to 2,1,2,1
381,1,21,2,car (used),3599,1,4,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,26,none,1,1,2,0 to 2,1,2,1
382,4,60,4,others,13756,5,5,2,male : married/widowed,none,4,real estate,63,bank,3,1,4,0 to 2,2,2,1
383,2,9,2,others,276,1,3,4,female : single,none,4,unknown / no property,22,none,1,1,2,0 to 2,1,2,1
384,4,42,4,car (used),4041,3,3,4,male : married/widowed,none,4,unknown / no property,36,none,2,2,3,0 to 2,2,2,1
385,2,9,2,furniture/equipment,458,1,3,4,male : married/widowed,none,3,unknown / no property,24,none,2,1,3,0 to 2,1,2,1
386,2,9,2,car (used),918,1,3,4,female : non-single or male : single,none,1,car or other,30,none,2,1,3,0 to 2,1,2,0
387,4,24,2,others,7393,1,3,1,male : married/widowed,none,4,car or other,43,none,2,1,2,3 or more,1,2,1
388,3,10,2,radio/television,1225,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,37,none,2,1,3,0 to 2,2,2,1
389,1,24,2,car (new),2812,5,5,2,female : non-single or male : single,none,4,unknown / no property,26,none,1,1,3,0 to 2,1,2,1
390,4,15,2,car (new),3029,1,4,2,male : married/widowed,none,2,building soc. savings agr./life insurance,33,none,2,1,3,0 to 2,1,2,1
391,3,12,4,others,1480,3,1,2,male : married/widowed,none,4,real estate,66,bank,3,3,1,0 to 2,1,2,1
392,3,6,4,repairs,1047,1,3,2,female : non-single or male : single,none,4,car or other,50,none,2,1,2,0 to 2,1,2,1
393,4,15,4,furniture/equipment,1471,1,3,4,male : married/widowed,none,4,real estate,35,none,3,2,3,0 to 2,2,2,1
394,4,24,2,car (used),5511,2,3,4,male : married/widowed,none,1,building soc. savings agr./life insurance,25,stores,2,1,3,0 to 2,1,2,1
395,2,9,2,furniture/equipment,1206,1,5,4,female : non-single or male : single,none,4,unknown / no property,25,none,2,1,3,0 to 2,1,2,1
396,2,24,3,furniture/equipment,6403,1,2,1,male : married/widowed,none,2,building soc. savings agr./life insurance,33,none,2,1,3,0 to 2,1,2,1
397,4,12,2,furniture/equipment,707,1,3,4,male : married/widowed,none,2,unknown / no property,30,bank,2,2,3,0 to 2,1,2,1
398,4,12,3,car (new),1503,1,3,4,female : single,none,4,unknown / no property,41,none,1,1,3,0 to 2,1,2,1
399,2,12,2,others,6078,1,4,2,male : married/widowed,none,2,building soc. savings agr./life insurance,32,none,2,1,3,0 to 2,1,2,1
400,2,27,2,retraining,2528,1,2,4,female : non-single or male : single,none,1,car or other,32,none,2,1,3,3 or more,2,2,1
401,2,12,2,retraining,1037,2,4,3,male : married/widowed,none,4,unknown / no property,39,none,2,1,2,0 to 2,1,2,1
402,1,6,2,car (new),1352,3,1,1,female : non-single or male : single,none,2,car or other,23,none,1,1,1,0 to 2,2,2,1
403,4,24,2,furniture/equipment,3181,1,2,4,female : non-single or male : single,none,4,car or other,26,none,2,1,3,0 to 2,2,2,1
404,4,18,2,furniture/equipment,4594,1,2,3,male : married/widowed,none,2,building soc. savings agr./life insurance,32,none,2,1,3,0 to 2,2,2,1
405,2,48,2,business,5381,5,1,3,male : married/widowed,none,4,real estate,40,bank,3,1,1,0 to 2,2,2,1
406,4,15,2,car (new),4657,1,3,3,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,1,3,0 to 2,2,2,1
407,2,9,2,retraining,1391,1,3,2,female : single,none,1,unknown / no property,27,bank,2,1,3,0 to 2,2,2,1
408,2,18,2,retraining,1913,4,2,3,female : single,none,3,unknown / no property,36,bank,2,1,3,0 to 2,2,2,1
409,4,42,2,furniture/equipment,7166,5,4,2,female : single,none,4,car or other,29,none,1,1,3,0 to 2,2,2,1
410,4,13,2,furniture/equipment,1409,2,1,2,female : non-single or male : single,none,4,unknown / no property,64,none,2,1,3,0 to 2,1,2,1
411,4,24,3,retraining,2978,5,3,4,male : married/widowed,none,4,unknown / no property,32,none,2,2,3,3 or more,2,2,1
412,4,12,4,furniture/equipment,976,5,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,35,none,2,2,3,0 to 2,1,2,1
413,4,24,3,retraining,2375,3,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,44,none,2,2,3,3 or more,2,2,1
414,4,12,4,furniture/equipment,522,3,5,4,male : married/widowed,none,4,car or other,42,none,2,2,3,3 or more,2,2,1
415,4,28,4,furniture/equipment,2743,1,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,29,none,2,2,3,0 to 2,1,2,1
416,4,11,4,furniture/equipment,1154,2,1,4,female : non-single or male : single,none,4,unknown / no property,57,none,2,3,2,0 to 2,1,2,1
417,4,24,4,car (new),5804,4,3,4,male : married/widowed,none,2,unknown / no property,27,none,2,2,3,0 to 2,1,2,1
418,4,18,4,furniture/equipment,1169,5,3,4,male : married/widowed,none,3,car or other,29,none,2,2,3,0 to 2,2,2,1
419,1,15,4,car (used),1478,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,44,none,2,2,3,3 or more,2,2,1
420,4,12,2,furniture/equipment,776,1,3,4,female : single,none,2,unknown / no property,28,none,2,1,3,0 to 2,1,2,1
421,2,11,4,others,1322,4,3,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,40,none,2,2,3,0 to 2,1,2,1
422,2,16,4,others,1175,1,1,2,male : married/widowed,none,3,building soc. savings agr./life insurance,68,none,3,3,1,0 to 2,2,2,1
423,4,12,2,others,2133,5,5,4,female : non-single or male : single,none,4,real estate,52,none,3,1,4,0 to 2,2,2,1
424,4,15,4,furniture/equipment,1829,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,46,none,2,2,3,0 to 2,2,2,1
